eng,viet
I plan to go tomorrow if the weather is fine.,Tôi dự định đi vào ngày mai nếu thời tiết tốt.
"As far as I know, she hasn't departed yet.",Theo như tôi biết thì cô ấy vẫn chưa rời đi.
I didn't think you'd get here so soon.,Tôi không nghĩ bạn sẽ đến đây sớm thế.
She spends over a third of her time doing paperwork.,Cô dành hơn một phần ba thời gian của mình để làm công việc giấy tờ.
I don't think that Tom knows anyone in Australia.,Tôi không nghĩ Tom biết ai ở Úc.
People under eighteen aren't supposed to buy alcoholic drinks.,Những người dưới mười tám tuổi không được phép mua đồ uống có cồn.
"The higher we go up, the cooler the air becomes.","Càng lên cao, không khí càng mát mẻ."
Let's hurry to be in time for the meeting.,Chúng ta hãy nhanh chóng đến kịp giờ họp.
Tom knows that Mary doesn't know how to drive.,Tom biết rằng Mary không biết lái xe.
"Proceed strongly in the matter, but gently in the method",Tiến hành mạnh mẽ trong vấn đề nhưng nhẹ nhàng trong phương pháp
Someone had put up a notice about new parking rules.,Ai đó đã đưa ra một thông báo về quy định đỗ xe mới.
The most common first name in the world is Mohammed.,Tên phổ biến nhất trên thế giới là Mohammed.
He lived a rich and comfortable life in the country.,Ông sống một cuộc sống giàu có và thoải mái ở nông thôn.
How many times a week do you take a bath?,Bạn tắm bao nhiêu lần một tuần?
I thought that Tom had gotten out of the hospital.,Tôi tưởng Tom đã xuất viện rồi.
This fish has a lot of small bones in it.,Loài cá này có rất nhiều xương nhỏ bên trong.
There is nothing like cold beer on a hot day.,Không có gì giống như bia lạnh vào một ngày nóng bức.
Please tell me the truth. Am I going to die?,Làm ơn hãy nói tôi biết sự thật. Tôi sắp chết à?
"During the vacation, I read the entire works of Milton.","Trong kỳ nghỉ, tôi đã đọc toàn bộ tác phẩm của Milton."
"Having walked for some time, we came to the lake.","Đi được một lúc, chúng tôi tới hồ."
"Since he often tells lies, nobody believes what he says.",Vì anh ta thường xuyên nói dối nên không ai tin những gì anh ta nói.
I have to hand in my report by next Wednesday.,Tôi phải nộp báo cáo của mình trước thứ Tư tới.
"He's a British citizen, but he lives in India.","Anh ấy là công dân Anh, nhưng anh ấy sống ở Ấn Độ."
I didn't think anyone suspected you weren't Tom.,Tôi không nghĩ có ai nghi ngờ anh không phải Tom.
Slavery has been abolished in most parts of the world.,Chế độ nô lệ đã bị bãi bỏ ở hầu hết các nơi trên thế giới.
All you have to do is apologize for being late.,Tất cả những gì bạn phải làm là xin lỗi vì đến muộn.
I'm proud that my father is a good cook.,Tôi tự hào rằng bố tôi là một đầu bếp giỏi.
In the beginning God created the heavens and the earth.,Ban đầu Thiên Chúa sáng tạo trời và đất.
How did you know that Tom was born in Boston?,Làm sao bạn biết Tom sinh ra ở Boston?
Weve got a new plant in the industrial park.,Chúng tôi có một nhà máy mới ở khu công nghiệp.
It looks like the thief came in through the window.,Có vẻ như tên trộm đã vào qua cửa sổ.
Tom thought that Mary's idea was a good one.,Tom nghĩ rằng ý tưởng của Mary là một ý tưởng hay.
Tom said he wanted to know whether I could swim.,Tom nói anh ấy muốn biết liệu tôi có biết bơi không.
Our patient is in much the same condition as yesterday.,Bệnh nhân của chúng tôi ở trong tình trạng giống như ngày hôm qua.
You look tired. You must have been working too hard.,Bạn trông có vẻ mệt mỏi. Chắc hẳn bạn đã làm việc quá sức.
"""Do you know the country code for Lebanon?"" Dima asked.","""Bạn có biết mã quốc gia của Lebanon không?"" Dima hỏi."
What's the difference between a village and a town?,Sự khác biệt giữa một ngôi làng và một thị trấn là gì?
Tom has told Mary that she needs to do that.,Tom đã nói với Mary rằng cô ấy cần phải làm điều đó.
That boy standing next to the oak tree is Tom.,Cậu bé đứng cạnh cây sồi đó là Tom.
"After he had done his homework, he went to bed.","Sau khi làm xong bài tập về nhà, anh ấy đi ngủ."
A cloud is a mass of vapor in the sky.,Mây là khối hơi nước trên bầu trời.
It's never too late to start learning foreign languages.,Không bao giờ là quá muộn để bắt đầu học ngoại ngữ.
I don't believe that black cats cause bad luck.,Tôi không tin rằng mèo đen gây ra xui xẻo.
The weather is very dry because there is no rain.,Thời tiết rất khô vì không có mưa.
I really don't want to sit in that room.,Tôi thực sự không muốn ngồi trong căn phòng đó.
What makes you think that Tom is planning to resign?,Điều gì khiến bạn nghĩ rằng Tom đang có ý định từ chức?
You can't eat it just because it is nutritious.,Bạn không thể ăn nó chỉ vì nó bổ dưỡng.
It is his defiant attitude that made the chief angry.,Chính thái độ thách thức của anh ta đã khiến người đứng đầu tức giận.
Did you know that Tom was in Boston last year?,Bạn có biết Tom đã ở Boston năm ngoái không?
Japan is the largest importer of U.S. farm products.,Nhật Bản là nước nhập khẩu lớn nhất các sản phẩm nông nghiệp của Mỹ.
Tom and Mary said that they thought I'm charming.,Tom và Mary nói rằng họ nghĩ tôi rất quyến rũ.
I don't want to listen to your whining anymore.,Tôi không muốn nghe những lời than vãn của bạn nữa.
How long will you be at your aunt's house?,Bạn sẽ ở nhà dì của bạn bao lâu?
Thank you very much for the wonderful dinner last night.,Cảm ơn bạn rất nhiều vì bữa tối tuyệt vời tối qua.
I'm always tense before I get on an airplane.,Tôi luôn căng thẳng trước khi lên máy bay.
Tom told me that he knew how to speak French.,Tom nói với tôi rằng anh ấy biết nói tiếng Pháp.
"On Mondays, the buses are late more often than not.","Vào thứ Hai, xe buýt thường xuyên đến muộn."
"Having won the lottery, she went on a shopping spree.","Sau khi trúng số, cô ấy đi mua sắm thoải mái."
I don't know if George is coming or not.,Tôi không biết liệu George có đến hay không.
I've finally gotten used to living in the city.,Cuối cùng tôi đã quen với cuộc sống ở thành phố.
At best we can only hope for a small profit.,Tốt nhất chúng ta chỉ có thể hy vọng kiếm được một khoản lợi nhuận nhỏ.
My real name has nothing to do with my nickname.,Tên thật của tôi không liên quan gì đến biệt danh của tôi.
Jane is as clever as any girl in her class.,Jane thông minh như bất kỳ cô gái nào trong lớp.
I consider Tom and Mary to be my best friends.,Tôi coi Tom và Mary là những người bạn thân nhất của tôi.
Writing in Roman letters is bad for Japanese learners' brains.,Viết bằng chữ La Mã có hại cho não của người học tiếng Nhật.
There's a white picket fence around Tom's house.,Có một hàng rào cọc trắng xung quanh nhà Tom.
"When the truck slides, it's completely out of control.","Khi xe tải trượt, nó hoàn toàn mất kiểm soát."
She speaks French and German and also a little Russian.,"Cô ấy nói được tiếng Pháp, tiếng Đức và một chút tiếng Nga."
I bet you're wondering why Tom left so early.,Tôi cá là bạn đang thắc mắc tại sao Tom lại rời đi sớm như vậy.
He brought me the news that our team had won.,Anh ấy mang đến cho tôi tin tức rằng đội của chúng tôi đã thắng.
I received a letter yesterday which was written in English.,Hôm qua tôi nhận được một lá thư viết bằng tiếng Anh.
"I went fishing this morning, but didn't catch anything.",Sáng nay tôi đi câu cá nhưng không bắt được con gì cả.
She knew he couldn't do that on his own.,Cô biết anh không thể tự mình làm được việc đó.
I am always tense before I get on an airplane.,Tôi luôn căng thẳng trước khi lên máy bay.
"Tom sat at the bar, just staring at his drink.","Tom ngồi ở quầy bar, chỉ nhìn chằm chằm vào đồ uống của mình."
"How often, in a week, do you take a bath?",Bạn tắm bao nhiêu lần một tuần?
We are suffering from a severe water shortage this summer.,Chúng ta đang phải đối mặt với tình trạng thiếu nước trầm trọng vào mùa hè này.
Tom wasn't ready for what was about to happen.,Tom không sẵn sàng cho những gì sắp xảy ra.
Are you sure you can drive a truck this big?,Bạn có chắc mình có thể lái được chiếc xe tải lớn thế này không?
You should see this film if you get the opportunity.,Bạn nên xem bộ phim này nếu có cơ hội.
"In many countries, over eighteen years old is an adult.","Ở nhiều nước, trên 18 tuổi là người lớn."
Tom doesn't seem to have a lot of friends.,Tom dường như không có nhiều bạn bè.
Tom said he hopes that you won't do that.,Tom nói anh ấy hy vọng bạn sẽ không làm điều đó.
"He is not just interested, he's crazy about it.",Anh ấy không chỉ quan tâm mà còn phát điên vì điều đó.
I thought that Tom's proposal was a good one.,Tôi nghĩ rằng đề xuất của Tom là một đề xuất hay.
Tom was sitting alone in the dark waiting for Mary.,Tom đang ngồi một mình trong bóng tối đợi Mary.
Tom and Mary admired the scenery as they held hands.,Tom và Mary ngắm cảnh khi họ nắm tay nhau.
I don't think that I can eat all this.,Tôi không nghĩ là tôi có thể ăn hết tất cả những thứ này.
This sort of work calls for a lot of patience.,Loại công việc này đòi hỏi rất nhiều kiên nhẫn.
She is going to the shopping center to buy clothes.,Cô ấy đang đi đến trung tâm mua sắm để mua quần áo.
